,UNIT_SETTLER,UNIT_BUILDER,UNIT_TRADER,UNIT_MISSIONARY,UNIT_APOSTLE,UNIT_INQUISITOR,UNIT_GURU,UNIT_WARRIOR_MONK,UNIT_ARCHAEOLOGIST,UNIT_GREAT_GENERAL,UNIT_GREAT_ADMIRAL,UNIT_GREAT_ENGINEER,UNIT_GREAT_MERCHANT,UNIT_GREAT_PROPHET,UNIT_GREAT_SCIENTIST,UNIT_GREAT_WRITER,UNIT_GREAT_ARTIST,UNIT_GREAT_MUSICIAN,UNIT_SPY,UNIT_NATURALIST,UNIT_SCOUT,UNIT_WARRIOR,UNIT_SLINGER,UNIT_BARBARIAN_HORSEMAN,UNIT_BARBARIAN_HORSE_ARCHER,UNIT_SUMERIAN_WAR_CART,UNIT_BARBARIAN_RAIDER,UNIT_GALLEY,UNIT_NORWEGIAN_LONGSHIP,UNIT_ARCHER,UNIT_SPEARMAN,UNIT_HEAVY_CHARIOT,UNIT_BATTERING_RAM,UNIT_GREEK_HOPLITE,UNIT_SWORDSMAN,UNIT_HORSEMAN,UNIT_SCYTHIAN_HORSE_ARCHER,UNIT_ROMAN_LEGION,UNIT_KONGO_SHIELD_BEARER,UNIT_CATAPULT,UNIT_SIEGE_TOWER,UNIT_QUADRIREME,UNIT_EGYPTIAN_CHARIOT_ARCHER,UNIT_JAPANESE_SAMURAI,UNIT_NORWEGIAN_BERSERKER,UNIT_KNIGHT,UNIT_INDIAN_VARU,UNIT_ARABIAN_MAMLUK,UNIT_CROSSBOWMAN,UNIT_CHINESE_CROUCHING_TIGER,UNIT_MILITARY_ENGINEER,UNIT_PIKEMAN,UNIT_MUSKETMAN,UNIT_SPANISH_CONQUISTADOR,UNIT_CARAVEL,UNIT_BOMBARD,UNIT_FRIGATE,UNIT_PRIVATEER,UNIT_ENGLISH_SEADOG,UNIT_FIELD_CANNON,UNIT_CAVALRY,UNIT_RUSSIAN_COSSACK,UNIT_ENGLISH_REDCOAT,UNIT_FRENCH_GARDE_IMPERIALE,UNIT_MEDIC,UNIT_IRONCLAD,UNIT_RANGER,UNIT_OBSERVATION_BALLOON,UNIT_BIPLANE,UNIT_INFANTRY,UNIT_ARTILLERY,UNIT_BATTLESHIP,UNIT_BRAZILIAN_MINAS_GERAES,UNIT_SUBMARINE,UNIT_GERMAN_UBOAT,UNIT_AT_CREW,UNIT_TANK,UNIT_FIGHTER,UNIT_AMERICAN_P51,UNIT_BOMBER,UNIT_ANTIAIR_GUN,UNIT_MACHINE_GUN,UNIT_AIRCRAFT_CARRIER,UNIT_DESTROYER,UNIT_HELICOPTER,UNIT_NUCLEAR_SUBMARINE,UNIT_MECHANIZED_INFANTRY,UNIT_ROCKET_ARTILLERY,UNIT_MOBILE_SAM,UNIT_JET_FIGHTER,UNIT_JET_BOMBER,UNIT_MISSILE_CRUISER,UNIT_MODERN_AT,UNIT_MODERN_ARMOR,UNIT_AZTEC_EAGLE_WARRIOR,UNIT_INDONESIAN_JONG,UNIT_KHMER_DOMREY,UNIT_POLISH_HUSSAR,UNIT_NUBIAN_PITATI,UNIT_MACEDONIAN_HYPASPIST,UNIT_MACEDONIAN_HETAIROI,UNIT_PERSIAN_IMMORTAL,UNIT_DIGGER,UNIT_ZULU_IMPI,UNIT_KOREAN_HWACHA,UNIT_SCOTTISH_HIGHLANDER,UNIT_DE_ZEVEN_PROVINCIEN,UNIT_MONGOLIAN_KESHIG,UNIT_GEORGIAN_KHEVSURETI,UNIT_MAPUCHE_MALON_RAIDER,UNIT_CREE_OKIHTCITAW,UNIT_SPEC_OPS,UNIT_DRONE,UNIT_PIKE_AND_SHOT,UNIT_SUPPLY_CONVOY,UNIT_SKIRMISHER,UNIT_COURSER,UNIT_CUIRASSIER,UNIT_GIANT_DEATH_ROBOT,UNIT_ROCK_BAND,UNIT_CANADA_MOUNTIE,UNIT_HUNGARY_BLACK_ARMY,UNIT_HUNGARY_HUSZAR,UNIT_INCA_WARAKAQ,UNIT_MALI_MANDEKALU_CAVALRY,UNIT_MAORI_TOA,UNIT_OTTOMAN_BARBARY_CORSAIR,UNIT_PHOENICIA_BIREME,UNIT_SULEIMAN_JANISSARY,UNIT_SWEDEN_CAROLEAN,UNIT_AMERICAN_ROUGH_RIDER,UNIT_BABYLONIAN_SABUM_KIBITTUM,UNIT_MAYAN_HULCHE,UNIT_LAHORE_NIHANG,UNIT_COMANDANTE_GENERAL,UNIT_COLOMBIAN_LLANERO,UNIT_BYZANTINE_DROMON,UNIT_BYZANTINE_TAGMA,UNIT_GAUL_GAESATAE,UNIT_VIETNAMESE_VOI_CHIEN,UNIT_ETHIOPIAN_OROMO_CAVALRY
UNIT_GERMAN_UBOAT, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 22.04, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 66.66, 42.00, 51.00, 40.00, 50.00, 25.00, 25.00, 25.00, 22.04, 34.33, 35.33, 30.57, 100.00, 35.33, 21.33, 19.39, 33.33, 18.19, 21.33, 12.11, 100.00, 16.66, 21.00, 11.08, 10.61, 9.64, 18.19, 9.64, 17.66, 12.11, 100.00, 16.59, 6.62, 6.62, 5.52, 6.00, 4.86, 5.88, 5.88, 6.95, 3.12, 2.16, 2.82, 3.21, 100.00, 1.70, 7.48, 100.00, 0.45, 2.30, 1.54, 0.97, 0.49, 1.00, 1.00, 2.30, 0.78, 0.09, 0.09, 0.13, 131.92, 1.91, 2.47, 0.78, 0.65, 0.38, 0.51, 0.27, 130.61, 0.07, 0.09, 0.40, 0.78, 0.35, 30.57, 4.86, 7.14, 5.52, 25.00, 21.33, 19.39, 25.00, 1.85, 16.59, 7.48, 5.33, 3.20, 16.66, 13.27, 5.52, 40.00, 3.60, 100.00, 6.62, 100.00, 25.00, 12.95, 2.66, 0.05, 100.00, 3.61, 10.09, 2.47, 16.66, 8.70, 21.33, 5.88, 22.04, 4.50, 2.66, 2.16, 40.00, 25.00, 35.33, 100.00, 3.12, 11.11, 9.64, 27.00, 16.66, 11.14
UNIT_AT_CREW, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 12.50, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 33.33, 22.22, 20.00, 28.57, 20.00, 16.66, 16.66, 16.66, 12.50, 6.25, 20.00, 20.00, 100.00, 20.00, 10.77, 15.38, 14.29, 8.89, 10.77, 5.55, 100.00, 11.11, 3.84, 4.61, 6.70, 7.80, 13.22, 7.80, 3.33, 5.00, 100.00, 9.34, 2.64, 2.64, 3.17, 2.43, 1.59, 2.14, 2.14, 1.17, 2.76, 1.87, 1.21, 1.20, 100.00, 1.00, 2.58, 100.00, 0.18, 0.83, 0.71, 0.61, 0.31, 0.43, 0.43, 1.00, 0.67, 0.04, 0.04, 0.07, 82.58, 0.43, 1.44, 0.45, 0.59, 0.17, 0.26, 0.32, 82.58, 0.02, 0.04, 0.27, 0.45, 0.30, 15.38, 1.59, 3.84, 4.79, 5.00, 10.77, 15.38, 4.76, 0.70, 9.34, 1.43, 1.69, 1.17, 3.84, 5.85, 4.79, 25.00, 0.68, 100.00, 3.17, 100.00, 10.00, 10.23, 2.35, 0.03, 100.00, 3.24, 8.71, 2.14, 7.69, 7.65, 10.77, 2.14, 12.50, 1.77, 1.59, 1.87, 22.22, 5.55, 18.18, 100.00, 2.76, 4.54, 7.80, 16.66, 2.94, 8.89
UNIT_TANK, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 20.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 50.00, 33.33, 25.00, 33.33, 25.00, 25.00, 25.00, 25.00, 20.00, 20.00, 25.00, 25.00, 100.00, 25.00, 20.00, 20.00, 20.00, 16.66, 20.00, 16.66, 100.00, 16.66, 12.50, 11.11, 15.26, 11.11, 16.66, 11.11, 10.00, 7.69, 100.00, 11.40, 7.27, 7.27, 7.27, 7.69, 5.26, 6.66, 6.66, 4.23, 4.08, 2.78, 3.23, 3.17, 100.00, 2.20, 4.54, 100.00, 0.42, 2.20, 2.28, 1.94, 0.88, 1.28, 1.28, 1.48, 1.00, 0.09, 0.08, 0.16, 82.58, 1.28, 3.17, 1.00, 0.88, 0.45, 0.69, 0.91, 82.58, 0.04, 0.09, 0.79, 0.67, 0.45, 25.00, 5.26, 11.11, 7.27, 14.29, 20.00, 20.00, 25.00, 1.87, 11.40, 4.54, 3.74, 4.23, 10.00, 12.50, 7.27, 33.33, 2.13, 100.00, 4.79, 100.00, 14.29, 14.28, 3.51, 0.04, 100.00, 4.73, 12.50, 3.17, 11.11, 11.11, 20.00, 6.66, 20.00, 4.73, 2.35, 2.78, 25.00, 16.66, 33.33, 100.00, 4.08, 14.29, 11.11, 28.57, 9.09, 12.50
UNIT_FIGHTER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 104.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 204.00, 204.00, 102.00, 204.00, 102.00, 104.00, 104.00, 104.00, 104.00, 52.00, 104.00, 104.00, 100.00, 104.00, 104.00, 102.00, 51.00, 70.66, 104.00, 52.00, 100.00, 52.00, 52.00, 54.00, 54.00, 52.00, 70.66, 52.00, 35.33, 27.00, 100.00, 70.66, 44.00, 44.00, 42.00, 22.00, 21.00, 26.00, 26.00, 18.66, 30.57, 27.00, 19.99, 29.00, 100.00, 23.66, 18.66, 100.00, 4.73, 25.62, 9.14, 0.00, 0.00, 11.09, 11.09, 25.62, 10.80, 1.00, 0.67, 2.01, 0.99, 11.09, 29.00, 0.00, 9.39, 4.55, 8.51, 5.84, 0.00, 0.45, 1.59, 0.00, 12.12, 5.29, 104.00, 21.00, 35.33, 42.00, 52.00, 104.00, 102.00, 104.00, 17.99, 70.66, 18.66, 14.50, 17.66, 34.33, 70.66, 42.00, 204.00, 14.50, 100.00, 44.00, 100.00, 52.00, 68.66, 30.57, 0.00, 100.00, 35.33, 52.00, 27.00, 35.33, 52.00, 104.00, 26.00, 102.00, 37.33, 32.57, 27.00, 204.00, 52.00, 104.00, 100.00, 30.57, 52.00, 52.00, 104.00, 35.33, 52.00
UNIT_AMERICAN_P51, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 104.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 204.00, 204.00, 102.00, 204.00, 102.00, 104.00, 104.00, 104.00, 104.00, 52.00, 104.00, 104.00, 100.00, 104.00, 104.00, 102.00, 51.00, 70.66, 104.00, 52.00, 100.00, 52.00, 52.00, 54.00, 54.00, 52.00, 70.66, 52.00, 35.33, 27.00, 100.00, 70.66, 44.00, 44.00, 42.00, 22.00, 21.00, 26.00, 26.00, 18.66, 30.57, 27.00, 19.99, 29.00, 100.00, 24.03, 18.66, 100.00, 7.09, 26.01, 9.14, 0.00, 0.00, 11.09, 11.09, 26.01, 11.91, 1.48, 1.00, 3.21, 2.39, 11.09, 29.00, 0.00, 10.38, 5.50, 9.47, 6.00, 0.00, 0.67, 1.65, 0.00, 13.37, 5.88, 104.00, 21.00, 35.33, 42.00, 52.00, 104.00, 102.00, 104.00, 17.99, 70.66, 18.66, 14.50, 17.66, 34.33, 70.66, 42.00, 204.00, 14.50, 100.00, 44.00, 100.00, 52.00, 68.66, 30.57, 0.00, 100.00, 35.33, 52.00, 27.00, 35.33, 52.00, 104.00, 26.00, 102.00, 37.33, 32.57, 27.00, 204.00, 52.00, 104.00, 100.00, 30.57, 52.00, 52.00, 104.00, 35.33, 52.00
UNIT_BOMBER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 56.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 106.00, 110.00, 55.00, 106.00, 53.00, 72.66, 72.66, 72.66, 56.00, 38.33, 76.66, 76.66, 100.00, 76.66, 60.00, 56.00, 36.33, 50.00, 60.00, 30.00, 100.00, 36.33, 30.00, 38.57, 35.00, 34.57, 50.00, 34.57, 25.00, 17.50, 100.00, 50.00, 31.97, 31.97, 28.00, 16.11, 14.11, 15.50, 15.50, 14.09, 17.99, 12.53, 14.46, 18.95, 100.00, 12.15, 12.09, 100.00, 1.44, 13.92, 9.00, 0.00, 0.00, 8.00, 8.00, 13.92, 6.03, 0.50, 0.31, 1.00, 0.00, 9.01, 16.86, 0.00, 5.36, 6.16, 4.50, 3.91, 0.00, 0.18, 0.46, 0.00, 6.03, 3.41, 76.66, 13.11, 21.66, 28.00, 36.33, 60.00, 56.00, 76.66, 11.86, 50.00, 14.09, 10.14, 12.09, 23.00, 43.33, 28.00, 106.00, 10.14, 100.00, 31.97, 100.00, 36.33, 37.33, 17.21, 0.00, 100.00, 19.99, 32.57, 14.27, 23.00, 34.57, 60.00, 15.50, 56.00, 25.40, 17.21, 12.53, 106.00, 38.33, 76.66, 100.00, 17.99, 28.00, 34.57, 76.66, 23.00, 32.57
UNIT_ANTIAIR_GUN, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.01, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.01, 0.01, 0.00, 0.01, 0.00, 0.01, 0.01, 0.01, 0.01, 0.00, 0.01, 0.01, 100.00, 0.01, 0.01, 0.01, 0.00, 0.01, 0.01, 0.00, 100.00, 0.00, 0.00, 0.01, 0.06, 0.01, 0.01, 0.01, 0.00, 0.00, 100.00, 0.01, 0.01, 0.01, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.01, 0.02, 0.01, 100.00, 0.01, 0.00, 100.00, 4.89, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.01, 4.41, 4.37, 4.50, 1.00, 0.00, 0.01, 0.01, 0.01, 0.00, 0.01, 0.00, 1.00, 4.33, 4.38, 0.00, 0.01, 0.01, 0.01, 0.00, 0.00, 0.01, 0.00, 0.01, 0.01, 0.01, 0.02, 0.01, 0.00, 0.00, 0.00, 0.00, 0.01, 0.01, 0.01, 0.00, 100.00, 0.01, 100.00, 0.00, 0.01, 0.01, 0.01, 100.00, 0.01, 0.01, 0.01, 0.00, 0.01, 0.01, 0.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.00, 0.01, 100.00, 0.01, 0.13, 0.01, 0.13, 0.00, 0.01
UNIT_MACHINE_GUN, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 22.04, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 66.66, 42.00, 26.00, 40.00, 25.00, 25.00, 23.88, 23.88, 19.09, 17.66, 35.33, 30.57, 100.00, 35.33, 21.33, 19.39, 16.66, 18.19, 21.33, 21.00, 100.00, 16.66, 12.11, 11.08, 10.61, 9.64, 18.19, 9.64, 10.09, 6.88, 100.00, 16.59, 6.62, 6.62, 3.90, 11.00, 2.50, 3.59, 3.59, 4.00, 3.12, 2.16, 2.82, 3.21, 100.00, 1.22, 3.89, 100.00, 0.38, 2.30, 2.46, 0.61, 0.29, 0.52, 0.52, 2.30, 0.78, 0.09, 0.09, 0.11, 131.92, 1.00, 1.77, 0.55, 0.65, 0.17, 0.51, 0.53, 130.61, 0.06, 0.07, 0.24, 0.78, 0.35, 30.57, 1.66, 7.14, 5.52, 6.25, 21.33, 19.39, 8.33, 1.85, 16.59, 1.97, 2.66, 1.16, 4.54, 13.27, 5.52, 40.00, 1.17, 100.00, 6.62, 100.00, 12.50, 12.95, 2.66, 0.05, 100.00, 3.61, 10.09, 2.47, 9.09, 8.70, 21.33, 2.23, 19.09, 4.50, 2.66, 2.16, 40.00, 7.14, 35.33, 100.00, 3.12, 5.55, 9.64, 27.00, 4.54, 11.14
UNIT_AIRCRAFT_CARRIER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 10.85, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 33.33, 20.00, 20.00, 20.00, 20.00, 12.50, 12.50, 12.50, 10.85, 14.29, 16.66, 14.28, 100.00, 16.66, 9.34, 9.34, 14.29, 7.27, 9.34, 6.66, 100.00, 9.09, 9.09, 3.88, 6.17, 3.88, 7.27, 3.88, 7.14, 5.88, 100.00, 6.42, 2.20, 2.20, 2.20, 2.15, 1.94, 2.86, 2.86, 1.80, 1.26, 0.88, 1.00, 1.00, 100.00, 0.69, 2.45, 100.00, 0.14, 0.69, 0.45, 0.43, 0.22, 0.40, 0.40, 0.69, 0.31, 0.03, 0.03, 0.06, 82.58, 0.56, 1.00, 0.31, 0.26, 0.14, 0.21, 0.15, 82.58, 0.02, 0.04, 0.20, 0.31, 0.14, 14.28, 1.94, 4.35, 2.20, 11.11, 9.34, 9.34, 12.50, 0.59, 6.42, 2.45, 1.69, 1.28, 7.14, 4.73, 2.20, 20.00, 0.90, 100.00, 2.20, 100.00, 11.11, 5.23, 1.07, 0.02, 100.00, 1.44, 4.08, 1.00, 9.09, 3.51, 9.34, 2.86, 10.85, 1.44, 1.07, 0.88, 20.00, 12.50, 16.66, 100.00, 1.26, 8.33, 3.88, 15.38, 6.48, 4.50
UNIT_DESTROYER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 20.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 50.00, 33.33, 33.33, 33.33, 33.33, 25.00, 25.00, 25.00, 20.00, 25.00, 33.33, 25.00, 100.00, 33.33, 20.00, 20.00, 25.00, 16.66, 20.00, 12.50, 100.00, 16.66, 16.66, 11.11, 15.26, 11.11, 16.66, 11.11, 14.29, 11.11, 100.00, 14.28, 7.27, 7.27, 7.27, 5.55, 5.26, 6.66, 6.66, 6.08, 4.08, 2.78, 3.23, 3.17, 100.00, 2.20, 6.66, 100.00, 6.01, 2.20, 1.50, 1.94, 0.88, 1.28, 1.28, 2.20, 1.00, 4.52, 4.48, 4.60, 82.58, 1.80, 3.17, 1.00, 0.88, 0.45, 0.69, 0.59, 82.58, 4.36, 4.42, 0.79, 1.00, 0.45, 25.00, 5.26, 7.69, 7.27, 20.00, 20.00, 20.00, 25.00, 1.87, 14.28, 6.66, 5.41, 4.23, 14.29, 12.50, 7.27, 33.33, 2.88, 100.00, 7.27, 100.00, 20.00, 14.28, 3.51, 0.04, 100.00, 4.73, 12.50, 3.17, 16.66, 11.11, 20.00, 6.66, 20.00, 4.73, 3.51, 2.78, 33.33, 25.00, 33.33, 100.00, 4.08, 14.29, 11.11, 28.57, 12.50, 12.50
UNIT_HELICOPTER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 20.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 50.00, 33.33, 33.33, 33.33, 25.00, 25.00, 25.00, 25.00, 20.00, 20.00, 25.00, 25.00, 100.00, 25.00, 20.00, 20.00, 20.00, 16.66, 20.00, 20.00, 100.00, 16.66, 12.50, 12.50, 15.38, 12.50, 16.66, 12.50, 10.00, 7.69, 100.00, 13.33, 8.65, 8.65, 8.65, 8.33, 5.88, 6.66, 6.66, 4.54, 4.73, 3.17, 3.80, 3.88, 100.00, 2.53, 5.00, 100.00, 0.47, 2.53, 2.63, 2.22, 1.02, 1.52, 1.52, 1.70, 1.14, 0.11, 0.09, 0.18, 82.58, 1.52, 3.88, 1.14, 1.00, 0.51, 0.79, 1.06, 82.58, 0.04, 0.11, 0.90, 0.78, 0.54, 25.00, 5.88, 12.50, 8.65, 16.66, 20.00, 20.00, 25.00, 2.14, 13.33, 5.00, 4.16, 4.54, 10.00, 14.28, 8.65, 33.33, 2.54, 100.00, 5.79, 100.00, 14.29, 14.28, 4.08, 0.05, 100.00, 5.46, 12.50, 3.88, 11.11, 12.50, 20.00, 6.66, 20.00, 5.46, 2.76, 3.17, 28.57, 16.66, 33.33, 100.00, 4.73, 14.29, 12.50, 28.57, 9.09, 14.28
UNIT_NUCLEAR_SUBMARINE, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 40.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 68.66, 101.00, 66.66, 100.00, 50.00, 50.00, 50.00, 40.00, 51.00, 68.66, 52.00, 100.00, 68.66, 42.00, 40.00, 50.00, 35.33, 42.00, 21.00, 100.00, 33.33, 34.33, 24.22, 24.03, 22.22, 35.33, 22.22, 34.33, 21.00, 100.00, 30.57, 17.94, 17.94, 16.16, 10.09, 9.09, 11.11, 11.11, 15.29, 9.02, 6.18, 6.66, 8.27, 100.00, 4.90, 14.29, 100.00, 1.06, 5.88, 3.46, 4.00, 1.80, 2.64, 2.64, 5.88, 2.20, 0.22, 0.18, 0.16, 131.92, 5.75, 7.06, 2.20, 1.94, 1.00, 1.53, 1.00, 130.61, 0.09, 0.13, 1.50, 2.20, 1.02, 52.00, 9.09, 12.50, 16.16, 50.00, 42.00, 40.00, 50.00, 4.47, 30.57, 14.29, 11.11, 7.14, 33.33, 27.00, 16.16, 66.66, 8.89, 100.00, 17.94, 100.00, 50.00, 28.57, 7.77, 0.09, 100.00, 10.45, 25.00, 7.06, 33.33, 22.22, 42.00, 11.11, 40.00, 11.91, 7.77, 6.18, 66.66, 50.00, 68.66, 100.00, 9.02, 20.00, 22.22, 52.00, 33.33, 25.00
UNIT_MECHANIZED_INFANTRY, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 25.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 50.00, 50.00, 33.33, 50.00, 25.00, 33.33, 33.33, 33.33, 25.00, 20.00, 40.00, 33.33, 100.00, 40.00, 25.00, 25.00, 20.00, 20.00, 25.00, 20.00, 100.00, 20.00, 14.29, 14.28, 18.18, 14.28, 20.00, 14.28, 12.50, 9.09, 100.00, 22.22, 10.85, 10.85, 10.85, 9.09, 6.66, 7.69, 7.69, 5.26, 6.20, 4.08, 4.87, 4.73, 100.00, 3.17, 5.88, 100.00, 0.59, 3.17, 3.33, 1.59, 0.83, 1.94, 1.94, 3.87, 1.44, 0.12, 0.11, 0.22, 82.58, 1.94, 4.73, 1.44, 1.26, 0.65, 1.00, 0.88, 82.58, 0.05, 0.11, 0.74, 1.77, 0.69, 33.33, 6.66, 14.29, 10.85, 20.00, 25.00, 25.00, 33.33, 2.76, 22.22, 5.88, 4.54, 5.26, 12.50, 16.66, 10.85, 50.00, 3.20, 100.00, 11.66, 100.00, 20.00, 16.66, 5.23, 0.04, 100.00, 7.27, 14.28, 4.73, 14.29, 14.28, 25.00, 7.69, 25.00, 7.27, 6.30, 4.08, 50.00, 20.00, 33.33, 100.00, 6.20, 16.66, 14.28, 40.00, 11.11, 14.28
UNIT_ROCKET_ARTILLERY, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 27.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 68.66, 52.00, 34.33, 52.00, 34.33, 35.33, 35.33, 35.33, 27.00, 21.00, 42.00, 35.33, 100.00, 42.00, 27.00, 25.00, 20.00, 24.03, 27.00, 26.00, 100.00, 21.00, 13.50, 14.64, 13.53, 12.95, 24.03, 12.95, 12.11, 8.14, 100.00, 21.33, 8.80, 8.80, 9.06, 12.11, 5.88, 7.14, 7.14, 5.41, 4.42, 2.96, 3.75, 4.31, 100.00, 3.68, 6.00, 100.00, 0.97, 3.08, 3.27, 3.33, 1.81, 3.68, 3.68, 3.08, 1.09, 0.17, 0.16, 0.25, 131.92, 1.89, 6.66, 1.68, 0.94, 1.00, 1.14, 1.00, 131.92, 0.13, 0.13, 0.82, 1.57, 0.50, 35.33, 5.88, 17.66, 7.52, 17.66, 27.00, 25.00, 35.33, 2.46, 21.33, 6.00, 4.50, 5.00, 11.11, 18.19, 7.52, 52.00, 3.05, 100.00, 8.80, 100.00, 17.66, 16.74, 3.75, 0.06, 100.00, 5.27, 14.51, 3.45, 12.11, 12.38, 27.00, 7.14, 25.00, 6.32, 4.65, 2.96, 52.00, 17.66, 42.00, 100.00, 4.42, 13.50, 12.95, 35.33, 12.11, 14.81
UNIT_MOBILE_SAM, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.01, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.01, 0.01, 0.00, 0.01, 0.00, 0.01, 0.01, 0.01, 0.01, 0.00, 0.01, 0.01, 100.00, 0.01, 0.01, 0.01, 0.00, 0.01, 0.01, 0.00, 100.00, 0.00, 0.00, 0.01, 0.06, 0.01, 0.01, 0.01, 0.00, 0.00, 100.00, 0.01, 0.01, 0.01, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.01, 0.02, 0.01, 100.00, 0.01, 0.00, 100.00, 5.75, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.01, 5.01, 4.94, 5.14, 1.00, 0.00, 0.01, 0.01, 0.01, 0.00, 0.01, 0.00, 1.00, 4.88, 4.97, 0.00, 0.01, 0.01, 0.01, 0.00, 0.00, 0.01, 0.00, 0.01, 0.01, 0.01, 0.02, 0.01, 0.00, 0.00, 0.00, 0.00, 0.01, 0.01, 0.01, 0.00, 100.00, 0.01, 100.00, 0.00, 0.01, 0.01, 0.01, 100.00, 0.01, 0.01, 0.01, 0.00, 0.01, 0.01, 0.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.00, 0.01, 100.00, 0.01, 0.15, 0.01, 0.13, 0.00, 0.01
UNIT_JET_FIGHTER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 104.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 204.00, 206.00, 103.00, 204.00, 102.00, 204.00, 204.00, 204.00, 104.00, 103.00, 206.00, 206.00, 100.00, 206.00, 106.00, 104.00, 102.00, 106.00, 106.00, 53.00, 100.00, 102.00, 53.00, 72.66, 72.66, 70.66, 106.00, 70.66, 53.00, 36.33, 100.00, 106.00, 72.66, 72.66, 70.66, 36.33, 35.33, 35.33, 35.33, 28.00, 42.00, 35.33, 31.00, 46.00, 100.00, 35.33, 27.00, 100.00, 12.81, 39.33, 14.11, 0.00, 0.00, 14.50, 14.50, 39.33, 25.62, 2.20, 1.48, 5.59, 4.53, 15.50, 44.00, 2.87, 21.63, 10.79, 17.74, 7.88, 0.52, 1.00, 2.59, 0.00, 25.62, 12.12, 206.00, 34.33, 53.00, 70.66, 102.00, 106.00, 104.00, 206.00, 31.00, 106.00, 28.00, 22.00, 27.00, 52.00, 106.00, 70.66, 204.00, 22.00, 100.00, 72.66, 100.00, 102.00, 102.00, 44.00, 0.00, 100.00, 52.00, 68.66, 42.00, 52.00, 70.66, 106.00, 35.33, 104.00, 56.00, 44.00, 35.33, 204.00, 103.00, 206.00, 100.00, 42.00, 52.00, 70.66, 206.00, 52.00, 102.00
